NCM;CAPITULO;Descrição;Início da Vigência;Fim da Vigência;uTrib
39202090;39;OUTS.CHAP.FOLHAS,TIRAS,D/POLÍMEROS D/PROP.;01/01/2016;;KG
39203000;39;OUTS.CHAPAS,FOLHAS,TIRAS,D/POL.D/ESTIRENO;01/01/2016;;KG
39204310;39;OUTS.CHAP.POLI(CLOR.VINILA)TRANSP.ESP.<=250MI.;01/01/2016;;KG
39204390;39;OUTS.CHAP.POLI(CLOR.VINIL)TRANP.C/PLAST.>=6%;01/01/2016;;KG
39204900;39;OUTS.CHAP.FLS.PLAST.Ñ ALV.Ñ REFOR.Ñ ESTRATIF.;01/01/2016;;KG
39205100;39;OUTS.CHAPAS,FOLHAS,PEL.D/POLI(MET.D/METILA);01/01/2016;;KG
39205900;39;OUTS.CHAPAS,FOLHAS, ETC D/POLI. ACRÍLICOS;01/01/2016;;KG
39206100;39;CHAPAS,ETC.D/POLICARBONATOS,S/SUPORTE,ETC.;01/01/2016;;KG
39206211;39;CHAP.,TEREFTALATO POLIETILENO,<5 MICR.S/SUP;01/01/2016;;KG
39206219;39;OUTS.CHAPAS,FLS.TEREF.POL.ESPES.=<40 MÍCRON;01/01/2016;;KG
39206291;39;OUTS.CHAPAS,FLS.TEREF.POLIET.LARG.SUP.A I2CM;01/01/2016;;KG
39206299;39;OUTS.CHAPAS,FLS.D/TEREFTALATO D/POLIETILENO;01/01/2016;;KG
39206300;39;OUTS.CHAPAS,FLS.D/POLIÉSTERES Ñ SATURADOS;01/01/2016;;KG
39206900;39;OUTS.CHAPAS,FLS.DE OUTROS POLIÉSTERES;01/01/2016;;KG
39207100;39;CHAP.ETC.DE CELULOSE REGENERADA S/SUPORTE;01/01/2016;;KG
39207310;39;OUTS.CHAPAS.FLS.D/ACET.D/CEL.ESP.=< 0,75MM;01/01/2016;;KG
39207390;39;OUTS.CHAPAS.FLS.TIRAS D/ACETATO DA CELULOSE;01/01/2016;;KG
39207910;39;OUTS.CHAPAS,FLS.D/CEL.,FIBRA VULC.ESP.=<1MM;01/01/2016;;KG
39207990;39;OUTS.CHAPAS,FLS,TIR.DE OUTS.DER.DA CELULOSE;01/01/2016;;KG
39209100;39;CHAPAS,ETC.POLI(BUTIRAL DE VINILA),S/SUPORTE;01/01/2016;;KG
39209200;39;OUTS.CHAPAS,FOLHAS,TIRAS DE POLIAMIDAS;01/01/2016;;KG
39209300;39;OUTS.CHAPAS,FOLHAS,TIRAS D/RESINAS AMÍNICAS;01/01/2016;;KG
39209400;39;OUTS.CHAPAS,FLS,TIRAS DE RESINAS FENÓLICAS;01/01/2016;;KG
39209910;39;OUTS.CHAPAS,FOLHAS,TIRAS DE SILICONE;01/01/2016;;KG
39209920;39;OUTS.CHAPAS,FOLHAS,D/POLI(ÁLCOOL VINÍLICO);01/01/2016;;KG
39209930;39;OUTS.CHAPAS,FLS,D/POLÍMEROS D/FLUOR.D/VINILA;01/01/2016;;KG
39209940;39;OUTS.CHAPAS,FOLHAS,TIRAS DE POLIIMIDA;01/01/2016;;KG
39209950;39;OUTS.CHAPAS,FLS.D/POLI(CLOROTRIFLUORETIL.);01/01/2016;;KG
39209990;39;OUTS.CHAPAS,FLS,TIRAS D/PLÁST.Ñ ALVEOLARES;01/01/2016;;KG
39211100;39;CHAPA,TIRA,ETC.D/POLÍMERO ESTIRENO ALVEOLAR;01/01/2016;;KG
39211200;39;CHAPA,TIRA,ETC.POLÍMERO CLOR.D/VINILA ALVEOL.;01/01/2016;;KG
39211310;39;CHAPAS ETC.D/POLIURET.ALVEOLARS C/BASE D/POLIÉSTER;01/01/2016;;KG
39211390;39;OUTS CHAPAS ETC.D/POLIURETANOS ALVEOLARES;01/01/2016;;KG
39211400;39;CHAPA FLS.CELULOSE REGEN.PRODS.ALVEOLARES;01/01/2016;;KG
39211900;39;OUTS.CHAPAS,FOLHAS,ETC.D/OUTS.PLÁST.ALVEOL.;01/01/2016;;KG
39219011;39;CHAPAS,ETC.D/RESINA MELAMINA-FORMALDEÍDO;01/01/2016;;KG
39219012;39;OUTS.CHAPAS ETC.D/OUTS.PLÁSTS.C/SUP.D/POLIET.;01/01/2016;;KG
39219019;39;OUTS.CHAPAS,FLS,ETC.D/PLÁST.ESTRATIFICADO;01/01/2016;;KG
39219020;39;OUTS.CHAPAS,ETC.POLI(TEREFTAL.D/ETILENO),ETC.;01/01/2016;;KG
39219090;39;OUTS.CHAPAS,FOLHAS,TIRAS,LÂMINAS D/PLÁSTICO;01/01/2016;;KG
39221000;39;BANHEIRAS,BANHEIR.P/DUCHA,LAVATÓRIOS,PLÁST.;01/01/2016;;KG
39222000;39;ASSENTOS E TAMPAS DE PLÁST.P/SANITÁRIOS;01/01/2016;;KG
39229000;39;OUTS ART.USO D/HIGIENE,P/SANITÁRIOS,PLÁSTICOS;01/01/2016;;KG
39231010;39;ESTOJO D/PLÁSTICO P/DISCOS D/LEITURA P/#LASER#;01/01/2016;;KG
39231090;39;CAIXAS E ARTIGOS SEMELHANTES DE PLÁSTICO;01/01/2016;;KG
39232110;39;SACOS,BOLSAS,ETC.D/POL.ETIL.CAP.< = 1000CM3;01/01/2016;;KG
39232190;39;OUTS.SACOS,BOLSAS,CART.D/POLÍMERO D/ETILENO;01/01/2016;;KG
39232910;39;OUTS.SACOS,BOLS.,ETC.D/PLÁST.CAP.< =1000CM3;01/01/2016;;KG
39232990;39;OUTS.SACOS,BOLSAS,CARTUCHOS DE PLÁSTICO;01/01/2016;;KG
39233000;39;GARRAFÕES,FRASCOS E SEMELH. DE PLÁSTICO;01/01/2016;;KG
39234000;39;BOBINAS,CARRETÉIS,SUPORT.SEMELH.D/PLÁSTICO;01/01/2016;;KG
39235000;39;ROLHAS,TAMPAS,SEM.P/FECHAR RECIP.D/PLÁSTICO;01/01/2016;;KG
39239000;39;OUTS.ARTIGOS D/TRANSPORTE OU EMBALAGEM;01/01/2016;;KG
39241000;39;SERVIÇOS D/MESA,OUTS.UTENS.COZ. D/PLÁSTICO;01/01/2016;;KG
39249000;39;OUTS.ARTIGOS,DE HIGIENE,TOUCADOR,D/PLÁSTICO;01/01/2016;;KG
39251000;39;RESERV.CISTERNAS,CUBAS,C/CAPAC.SUP.A 300 L;01/01/2016;;KG
39252000;39;PORTAS,JANELAS,CAIXILHOS,ALIZAR.,SOLEIR.,PLÁST;01/01/2016;;KG
39253000;39;POSTIGOS,ESTORES,SEM.E PARTES,D/PLÁSTICOS;01/01/2016;;KG
39259010;39;ARTEFATOS D/APETRECH.D/POLIESTIRENO EXPANDIDO (EPS);01/01/2016;;KG
39259090;39;OUTS.ARTEFATOS D/APETRECH.D/CONSTR.,DE PLÁSTICOS;01/01/2016;;KG
39261000;39;ARTIGOS D/ESCRITÓRIO E ESCOLARES,D/PLÁSTICO;01/01/2016;;KG
39262000;39;VESTUÁRIO/ACESSÓRIOS D/PLÁSTICO(LUVAS,ETC.);01/01/2016;;KG
39263000;39;GUARNIÇÕES P/MÓVEIS,CARROÇARIAS D/PLÁSTICO;01/01/2016;;KG
39264000;39;ESTATUETAS/OBJETOS D/ORNAMENT. DE PLÁSTICO;01/01/2016;;KG
39269010;39;ARRUELAS (ANILHAS) DE PLÁSTICOS;01/01/2016;;KG
39269021;39;CORREIAS PLÁSTICAS DE TRANSMISSÃO;01/01/2016;;KG
39269022;39;CORREIAS PLÁSTICAS TRANSPORTADORAS;01/01/2016;;KG
39269030;39;BOLSAS P/USO MEDIC.(HEMODIÁLISE E SEMELH.);01/01/2016;;KG
39269040;39;ARTIGOS D/LABORATÓRIO E FARMÁCIA D/PLÁSTICO;01/01/2016;;KG
39269050;39;ACESSÓRS.D/PLÁST.P/HEMDIAL.OBTURADORES,ETC;01/01/2016;;KG
39269061;39;ANÉIS D/TETRAFLUORETILENO E ÉTERPERFLUOROMET.;01/01/2016;;KG
39269069;39;OUTROS ANÉIS D/SEÇÃO TRANSV.CIRC.(#O-RANGS#);01/01/2016;;KG
39269090;39;OUTS.OBRAS D/PLÁST.E OUTS.MAT.POS. 3901/3914;01/01/2016;;KG
40011000;40;LÁTEX DE BORR.NAT., MESMO PRÉ-VULCANIZADO;01/01/2016;;KG
40012100;40;FOLHAS FUMADAS DE BORRACHA NATURAL;01/01/2016;;KG
40012200;40;BORRACHA NATURAL TECNICAM.ESPECIFIC.(TSNR);01/01/2016;;KG
40012910;40;BORRACHA NATURAL CREPADA;01/01/2016;;KG
40012920;40;BORRACHA NATURAL GRANULADA OU PRENSADA;01/01/2016;;KG
40012990;40;BORRACHA NATURAL EM OUTRAS FORMAS;01/01/2016;;KG
40013000;40;BALATA,GUTA-PERCHA,CHICLE/GOMA NAT.ANÁLOGA;01/01/2016;;KG
40021110;40;LÁTEX D/BORRACHA D/ESTIRENO-BUTADIENO(SBR);01/01/2016;;KG
40021120;40;LÁTEX D/ESTIRENO-BUTADIENO-CARBOXILADA(XSBR);01/01/2016;;KG
40021911;40;BORRACHA D/ESTIRENO-BUTAD.,CHAP.FLS. E TIRAS;01/01/2016;;KG
40021912;40;BORRACHA D/ESTIR.-BUTAD.GR.ALIMENT.,FRM.PRIM.;01/01/2016;;KG
40021919;40;OUTS. BORRACHAS D/ESTIRENO-BUTADIENO (SBR);01/01/2016;;KG
40021920;40;BORRACHA D/ESTIRENO-BUTADIENO CARBOXILADA;01/01/2016;;KG
40022010;40;BORRACHA D/BUTADIENO,ÓLEO;01/01/2016;;KG
40022090;40;OUTRAS BORRACHAS DE BUTADIENO;01/01/2016;;KG
40023100;40;BORRACHA DE ISOBUTENO-ISOPRENO;01/01/2016;;KG
40023900;40;OUTS.BORR.D/ISOBUTENO-ISOPRENO HALOGENADA;01/01/2016;;KG
40024100;40;LÁTEX, BORRACHA DE CLOROPRENO;01/01/2016;;KG
40024900;40;OUTRAS BORRACHAS DE CLOROPRENO;01/01/2016;;KG
40025100;40;LÁTEX, BORRACHA DE ACRILONITRILA-BUTADIENO;01/01/2016;;KG
40025900;40;OUTS. BORRACHAS DE ACRILONITRILA-BUTADIENO;01/01/2016;;KG
40026000;40;BORRACHA D/ISOPRENO, EM FORMAS PRIMÁRIAS;01/01/2016;;KG
40027000;40;BORRACHA D/ETILENO-PROPILENO-DIENO Ñ CONJ.;01/01/2016;;KG
40028000;40;MIST.DOS PROD.POS. 4001 C/PROD.PRESENTE POS.;01/01/2016;;KG
40029100;40;LÁTEX;01/01/2016;;KG
40029910;40;BORRACHA ESTIRENO-ISOPRENO-ESTIRENO;01/01/2016;;KG
40029920;40;BORRACHA ETILENO-PROPILENO-DIENO Ñ CONJUG.;01/01/2016;;KG
40029930;40;BORRACHA ACRILONITRILA-BUTADIENO HIDROG.;01/01/2016;;KG
40029990;40;OUTRAS BORRACHAS SINT./ARTIF.,FORMA PRIMÁRIA;01/01/2016;;KG
40030000;40;BORR. REGENERADA,FORM.PRIM.OU EM CHAP.,TIR.;01/01/2016;;KG
40040000;40;DESP.RES.SUC.E APARAS DE BORR.Ñ ENDURECIDA;01/01/2016;;KG
40051010;40;BORR.ETILENO-PROPILENO-DIENO,Ñ CONJUGADO,Ñ VULCANIZADA;01/01/2016;;KG
40051090;40;OUTS.BORR.ADIC.D/NEGRO D/FUMO/SÍLICA, Ñ VULCANIZADA;01/01/2016;;KG
40052000;40;SOLUÇÕES,DISPERSÕES D/BORR.EXC.SUBP.4005.10,Ñ VULCANIZ.;01/01/2016;;KG
40059110;40;PREP.BASE,P/FABR.D/GOMAS D/MASC.CHAP.FOLH.TIR.Ñ VULCAN.;01/01/2016;;KG
40059190;40;OUTS.BORR.MIST. EM CHAPAS,FOLHAS E TIRAS,Ñ VULCANIZADA;01/01/2016;;KG
40059910;40;OUTRAS PREP.BASE,P/FABR.D/GOMAS D/MASCAR,Ñ VULCANIZADA;01/01/2016;;KG
40059990;40;OUTS.BORR.MIST.,Ñ VULCAN, FORMAS PRIMÁRIAS;01/01/2016;;KG
40061000;40;PERFIS P/RECAUCHUT.D/BORR. Ñ VULCANIZADA;01/01/2016;;KG
40069000;40;OUTS.FORMAS E ARTIGOS D/BORR. Ñ VULCANIZADA;01/01/2016;;KG
40070011;40;FIOS DE BORRACHA VULCAN. RECOBS.C/SILICONE;01/01/2016;;KG
40070019;40;OUTROS FIOS DE BORRACHA VULCANIZADA;01/01/2016;;KG
40070020;40;CORDAS DE BORRACHA VULCANIZADA;01/01/2016;;KG
40081100;40;CHAPAS,FOLHAS E TIRAS D/BORRACHA ALVEOLAR;01/01/2016;;KG
40081900;40;VARETAS,PERFIS,ETC,D/BORR.ALVEOLAR,Ñ ENDUR.;01/01/2016;;KG
40082100;40;CHAPAS,FOLHAS,TIRAS,D/BORRACHA,Ñ ALVEOLAR;01/01/2016;;KG
40082900;40;VARET.,PERFIS,ETC,D/BORR.Ñ ENDUR.,Ñ ALVEOLAR;01/01/2016;;KG
40091100;40;TUBOS D/BORR.VULC.Ñ REFORÇ.S/ACOSS.S/ACESS.;01/01/2016;;KG
40091210;40;TUBOS BORR.VULC.C/ACESS.PRESS.>=17,3MPA;01/01/2016;;KG
40091290;40;OUTS.TUBOS D/BORR.VULCANIZ.COM ACESSÓRIOS;01/01/2016;;KG
40092110;40;TUB.BOR.VULC.REF.MET.S/ACESS.PRES.>=17,3MPA;01/01/2016;;KG
40092190;40;OUTS.TUBOS BOR.VULC.REFOR./MET.S/ACESSÓRIO;01/01/2016;;KG
40092210;40;TUB.BOR.VULC.REF.MET.C/ACES.PRES.>=17,3MPA;01/01/2016;;KG
40092290;40;OUTS.TUBOS BOR.VULC.REF.C/METAL C/ACESSÓRIO;01/01/2016;;KG
40093100;40;TUB.D/BORR.VULC.REFORÇ.MAT.TÊXTEIS S/ACESS.;01/01/2016;;KG
40093210;40;TUB.BOR.VULC.REF.TEX.C/ACESS.PRESS.>=17,3MPA;01/01/2016;;KG
40093290;40;OUTS.TUB.D/BOR.VULC.REF.MAT.TÊXTEIS C/ACESS.;01/01/2016;;KG
40094100;40;TUBOS D/BORR.VULC.REF.DE OUTS.MAT.S/ACESS.;01/01/2016;;KG
40094210;40;TUB.BOR.VULC.REF.MAT.C/ACES.PRES.>=17,3MPA;01/01/2016;;KG
40094290;40;OUTS.TUB.D/BORR.VULC.REF.D/OUTS.MAT.C/ACESS.;01/01/2016;;KG
40101100;40;CORREIAS TRANSPORT.D/BORR.REF.COM METAL;01/01/2016;;KG
40101200;40;CORREIAS TRANSPORT.D/BORR.REF.C/MAT.TÊXTEIS;01/01/2016;;KG
40101900;40;OUTS.CORREIAS TRANSPORTADORAS D/BORRACHA;01/01/2016;;KG
40103100;40;COR.TRANSM.S/FIM,TRAP.EST.CIRC.EXT.>60<180CM;01/01/2016;;KG
40103200;40;COR.TRANSM.S/FIM,TRAP.Ñ EST.CIR.EXT.>60<180CM;01/01/2016;;KG
40103300;40;COR.D/TRANSM.S/FIM,TRAP.EST.CIR.EXT>180<240CM;01/01/2016;;KG
40103400;40;COR.D/TRANSM.S/FIM,TRAP.Ñ EST.CIRC.>180<240CM;01/01/2016;;KG
40103500;40;COR.D/TRANSM.S/FIM,SINCR.CIRC.EXT.>60<150CM;01/01/2016;;KG
40103600;40;COR.D/TRANSM.S/FIM,SINCR.CIRC.EXT.>150<198CM;01/01/2016;;KG
40103900;40;OUTRAS CORREIAS DE TRANSMISSÃO;01/01/2016;;KG
40111000;40;PNEUM.D/BORR.P/AUTOMÓVEIS D/PASS.,NOVOS;01/01/2016;;UN
40112010;40;PNEUM.D/BORR.P/ÔNIBUS/CAMINHÃO MED.11,00-24;01/01/2016;;UN
40112090;40;OUTS.PNEUM.D/BORR.,P/ÔNIBUS/CAMINHÕES,NOV.;01/01/2016;;UN
40113000;40;PNEUM.D/BORRACHA P/VEÍCULOS AÉREOS ,NOVOS;01/01/2016;;UN
40114000;40;PNEUM.D/BORRACHA P/MOTOCICLETAS,NOVOS;01/01/2016;;UN
40115000;40;PNEUM.D/BORRACHA P/BICICLETAS,NOVOS;01/01/2016;;UN
40116100;40;PNEUM.D/BOR.ESP/PEIXE,P/VEÍCULOS,MÁQS.AGRÍC.;01/01/2016;31/03/2017;UN
40116200;40;PNEUM.D/BOR.ESP.PEIXE.VEÍC.P/CONSTR.<=61CM;01/01/2016;31/03/2017;UN
40116310;40;PNEUM.ESP.PEIXE#DUMPERS# L>=940,D>=1448MM;01/01/2016;31/03/2017;UN
40116320;40;OUTS.PNEUM.P/VEÍC.CONSTR.,ARO/LARG>=1143MM;01/01/2016;31/03/2017;UN
40116390;40;OUTS.PNEUM.P/VEÍC.CONSTR.,ARO>61CM,E.D/PEIXE;01/01/2016;31/03/2017;UN
40116910;40;OUTS.PNEUM.,BAND.E.PEIXE,ARO/LARG>=1143MM;01/01/2016;31/03/2017;UN
40116990;40;OUTS.PNEUM.NOVOS D/BORR.ESPINHA D/PEIXE;01/01/2016;31/03/2017;UN
40117010;40;;01/01/2017;;UN
40117090;40;;01/01/2017;;UN
40118010;40;;01/01/2017;;UN
40118020;40;;01/01/2017;;UN
40118090;40;;01/01/2017;;UN
40119010;40;;01/01/2017;;UN
40119090;40;;01/01/2017;;UN
40119210;40;OUTS.PNEUM.NOVOS,P/VEÍC.AGRÍC.MED:4,00-15,ETC;01/01/2016;31/03/2017;UN
40119290;40;OUTS.PNEUM.NOV.P/VEÍC.MÁQ.AGRÍC./FLOREST.;01/01/2016;31/03/2017;UN
40119300;40;PNEUM.NOVOS P/VEÍC.MÁQ.P/CONSTRUÇÃO<=61CM;01/01/2016;31/03/2017;UN
40119410;40;PNEUM.#DUMPERS#,P/CONSTR.L>=940 D>=1448MM;01/01/2016;31/03/2017;UN
40119420;40;OUTS.PNEUM.NOVOS D/BORR.,LARG/DIÂM>=1143MM;01/01/2016;31/03/2017;UN
40119490;40;OUTS.PNEUM.NOVOS,P/VEÍCS.CONSTR.ARO>61CM;01/01/2016;31/03/2017;UN
40119910;40;PNEUMS.NOVOS D/BORR.,LARG./DIÂM.=>1143MM;01/01/2016;31/03/2017;UN
40119990;40;OUTROS PNEUMÁTICOS NOVOS DE BORRACHA;01/01/2016;31/03/2017;UN
40121100;40;PNEUS RECAUCHUTADOS,D/E AUTOMS.DE PASSAG.;01/01/2016;;UN
40121200;40;PNEUS RECAUCHUTADOS, P/ÔNIBUS E CAMINHÕES;01/01/2016;;UN
40121300;40;PNEUS RECAUCHUTADOS, P/VEÍCULOS AÉREOS;01/01/2016;;UN
40121900;40;OUTROS PNEUMÁTICOS RECAUCHUTADOS;01/01/2016;;UN
40122000;40;PNEUMÁTICOS,DE BORRACHA, USADOS;01/01/2016;;UN
40129010;40;PROTETORES (#FLAPS#) DE BORRACHA;01/01/2016;;KG
40129090;40;OUTS.PROT.,BANDAS D/RODAGEM,#FLAPS# D/BORR.;01/01/2016;;KG
40131010;40;CÂMARA-D/AR-D/BORR.,P/PNEUM.D/MED.11,00-24;01/01/2016;;UN
40131090;40;OUTS.CÂMARAS-D/AR-D/BORR.P/AUTO/ÔNIB./CAMIN.;01/01/2016;;UN
40132000;40;CÂMARAS-D/AR-D/BORRACHA, P/BICICLETAS;01/01/2016;;UN
40139000;40;OUTRAS CÂMARAS-D/AR-D/BORRACHA;01/01/2016;;UN
40141000;40;PRESERVATIVOS D/BORR.VULCANIZ.,Ñ ENDURECIDA;01/01/2016;;KG
40149010;40;BOLSAS P/GELO OU ÁGUA QUENTE, D/BORRACHA;01/01/2016;;KG
40149090;40;OUTS.ARTIGOS D/HIGIENE,FARMÁCIA,D/BORRACHA;01/01/2016;;KG
40151100;40;LUVAS DE BORRACHA, PARA CIRURGIA;01/01/2016;;KG
40151900;40;OUTRAS LUVAS DE BORRACHA, P/QQ.USO;01/01/2016;;KG
40159000;40;OUTS.VESTUÁRIOS E ACESSÓRIOS D/BORRACHA;01/01/2016;;KG
40161010;40;OBRAS D/BORR.ALVEOLAR, P/VEÍC.TRAT.MÁQUINAS;01/01/2016;;KG
40161090;40;OUTRAS OBRAS D/BORRACHA ALVEOLAR;01/01/2016;;KG
40169100;40;REVEST.P/PAVIMENTOS,CAPACHOS,DE BORRACHA;01/01/2016;;KG
40169200;40;BORRACHAS DE APAGAR;01/01/2016;;KG
40169300;40;JUNTAS,GAXETAS E SEMELHANTES, DE BORRACHA;01/01/2016;;KG
40169400;40;DEFENSAS,MMO INFLÁVEIS,P/ATRACAÇÃO D/EMB.;01/01/2016;;KG
40169510;40;OUTROS ARTIGOS INFLÁVEIS, DE SALVAMENTO;01/01/2016;;KG
40169590;40;OUTROS ARTIGOS INFLÁVEIS;01/01/2016;;KG
40169910;40;TAMPÕES VEDADORES P/CAPACITORES, DE EPDM;01/01/2016;;KG
40169990;40;OUTRAS OBRAS DE BORR.VULC.Ñ ENDURECIDA;01/01/2016;;KG
40170000;40;BORRACHA E SUAS OBRAS D/BORR. ENDURECIDA;01/01/2016;;KG
41012000;41;COUR./PEL.INTEIROS <8KG SEC.<10KG SALG.<16KG FRESCAS;01/01/2016;;KG
41015010;41;COUROS,PELES INTEIROS,SEM DIVIDIR,PESO>16KG;01/01/2016;;KG
41015020;41;COUROS E PELES INTEIROS,DIV.C/FLOR PESO>16KG;01/01/2016;;KG
41015030;41;COUROS E PELES INTEIROS,DIV.S/FLOR PESO>16KG;01/01/2016;;KG
41019010;41;OUTS.COUROS E PELES, DE BOVINOS, SEM DIVIDIR;01/01/2016;;KG
41019020;41;OUTS.COUROS/PELES D/BOVINOS DIVID.C/LADO FLOR;01/01/2016;;KG
41019030;41;OUTS.COUROS/PELES D/BOVINOS DIVID.S/LADO FLOR;01/01/2016;;KG
41021000;41;PELES/COUROS D/OVINOS,FRESC.SALG.SEC.,C/LÃ;01/01/2016;;KG
41022100;41;PELES D/OVINOS,FRESCAS,SALG.SECAS,PICLADAS;01/01/2016;;KG
41022900;41;OUTRAS PELES D/OVINOS,FRESCAS SALG.E SECAS;01/01/2016;;KG
41032000;41;PELES D/RÉPTEIS,FRESCAS,SALGADAS E SECAS;01/01/2016;;KG
41033000;41;COUROS E PELES, DE SUÍNOS, EM BRUTO;01/01/2016;;KG
41039000;41;OUTS.COUROS E PELES,FRESCAS,SALG. E SECAS;01/01/2016;;KG
41041111;41;COUROS INT.BOVINOS,Ñ DIV.#WET BLUE#,S<=2,6M2;01/01/2016;;KG
41041112;41;OUTS.COUR.PEL.INT.BOV.PLEN.FLOR Q DIV.<2,6M2;01/01/2016;;KG
41041113;41;OUTS.COUROS BOVINOS,Ñ DIV.UMID.PRE-CURT.VEG.;01/01/2016;;KG
41041114;41;OUTS.COUROS,PELES BOVINOS, INC.BÚFALOS;01/01/2016;;KG
41041119;41;COUROS EQUIDEOS,N/DIV.UMID.PENA FLOR;01/01/2016;;KG
41041121;41;COUROS,PELES INT.D/BOV.DIV.FLOR SUP.<2,6M2;01/01/2016;;KG
41041122;41;OUTS.COUR.PEL.INT.BOV.DIV.FLOR SUPERF.<2,6M2;01/01/2016;;KG
41041123;41;OUTS.COUR.PEL.BOV.C/PRÉ-CURT.VEG.DIV.C/ FLOR;01/01/2016;;KG
41041124;41;OUTS.COUROS E PELES DE BOVINOS DIV. C/A FLOR;01/01/2016;;KG
41041129;41;COUROS EQUIDEOS,DIVID.UMID.PENA FLOR;01/01/2016;;KG
41041910;41;OUTS.COUROS/PELES INT.BOV.SUP.<2,6M2CURT.CR.;01/01/2016;;KG
41041920;41;OUTS.COUR.PEL.INT.BOVINOS SUPERFÍCIE <2,6M2;01/01/2016;;KG
41041930;41;OUTS.COUR.PEL.BOV.C/PRÉ-CURTIMENTA VEGETAL;01/01/2016;;KG
41041940;41;OUTS.COUROS E PELES DE BOVINOS,INCL.BÚFALOS;01/01/2016;;KG
41041990;41;COUROS/PELES,EQUIDEOS,UMIDOS;01/01/2016;;KG
41044110;41;COUROS,PEL.INT.BOV.SUP.<2,6M2,SECO,DIV.C/FLOR;01/01/2016;;KG
41044120;41;OUTS.COUR.PEL.BOV.CURT.VEG.P/SOLAS.DIV.FLOR;01/01/2016;;KG
41044130;41;OUTS.COUROS,PELES DE BOVINOS,ESTADO SECO;01/01/2016;;KG
41044190;41;COUROS/PELES EQUIDEOS,SECOS,PENA FLOR;01/01/2016;;KG
41044910;41;OUTS.COUROS,PELES INT.DE BOV.SUPERF.<2,6M2;01/01/2016;;KG
41044920;41;OUTROS COUROS/PELES DE BOVINOS,INC.BÚFALOS;01/01/2016;;KG
41044990;41;COUROS/PELES EQUIDEOS,SECOS;01/01/2016;;KG
41051010;41;PELES D/OVINOS,EST.ÚMIDO C/PRÉ-CURT.VEGETAL;01/01/2016;;KG
41051021;41;PELE OVINOS SIMPLESM.CURTIDAS AO CROMO;01/01/2016;;KG
41051029;41;OUTS.PELE OVINO PRÉ-CURTIDA DE OUTRO MODO;01/01/2016;;KG
41051090;41;OUTS PELES OVINOS DEPILADAS,MESMO DIVIDIDAS;01/01/2016;;KG
41053000;41;PELE DE OVINO CURTIDA, ESTADO SECO(#CRUST#);01/01/2016;;KG
41062110;41;PELE DEP. D/CAPRINO EST.ÚMIDO C/PRÉ-CURT.VEG.;01/01/2016;;KG
41062121;41;PELES D/CAPRINOS SIMPLESM. CURTID. AO CROMO;01/01/2016;;KG
41062129;41;OUTS.PELES CAPRINO PRÉ-CURT.DE OUTRO MODO;01/01/2016;;KG
41062190;41;OUTS COUROS E PELES DE CAPRINOS DEPILADOS;01/01/2016;;KG
41062200;41;COUROS/PELES D/CAPRINO ESTADO SECO(#CRUST#);01/01/2016;;KG
41063110;41;COUROS PELES D/SUÍNOS EST.ÚMIDO CURT.CROMO;01/01/2016;;KG
41063190;41;OUTROS COUROS PELES DE SUÍNOS DEPILADOS;01/01/2016;;KG
41063200;41;COUROS PELES DE SUÍNOS NO ESTADO SECO;01/01/2016;;KG
41064000;41;COUROS/PELES D/RÉPTEIS,CURTIDOS OU #CRUST#;01/01/2016;;KG
41069100;41;COUROS/PELES DE ANIM.,CURT.ÚMIDO#WET BLUE#;01/01/2016;;KG
41069200;41;COUROS/PELES OUTS.ANIMAIS,EST.SECO#CRUST#;01/01/2016;;KG
41071110;41;COUROS/PELES INT.BOV.PL.FLOR Q.DIV.SUP.<2,6M2;01/01/2016;;KG
41071120;41;OUTS.COUROS/PELES INT.BOVINO,PLENA FL.,Ñ DIV.;01/01/2016;;KG
41071190;41;COUROS/PELES,INT.EQUIDEOS,PENA FLOR,PREPARS.;01/01/2016;;KG
41071210;41;COUROS PELES INT.BOV.DIV.C/FLOR SUP.<2,6M2;01/01/2016;;KG
41071220;41;OUTS.COUROS PELES BOVINOS DIVIDIDOS C/A FLOR;01/01/2016;;KG
41071290;41;COUROS/PELES,INTEIROS.EQUIDEOS,PREPARADOS;01/01/2016;;KG
41071910;41;OUTS.COUROS/PELES INT.D/BOV.+BUF.SUP.<2,6M2;01/01/2016;;KG
41071920;41;OUTROS COUROS/PELES INTEIROS DE BOVINOS;01/01/2016;;KG
41071990;41;COUROS/PELES INT.EQUIDEOS,PREPARS.APOS CURTIM.;01/01/2016;;KG
41079110;41;OUTS.COUROS,PELES D/BOV.,PLENA FLOR Ñ DIV.;01/01/2016;;KG
41079190;41;OUTS.COUROS/PELES PL.FLOR Ñ DIV.INC.ILHARGAS;01/01/2016;;KG
41079210;41;OUTS.COUROS E PELES D/BOVINOS DIV.C/ A FLOR;01/01/2016;;KG
41079290;41;COUROS/PELES,EQUIDEOS,PREPARS.DIVID.C/A FLOR;01/01/2016;;KG
41079910;41;OUTS COUROS E PELES DE BOVINOS INC.ILHARGAS;01/01/2016;;KG
41079990;41;OUTS.COUROS/PELES,EQUIDEOS,PREPARADOS;01/01/2016;;KG
41120000;41;COUROS PREPS.APÓS CURT./ SECAGEM D/OVINOS;01/01/2016;;KG
